


/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:591: warning: The prover cannot establish an assertion (Postcondition: /home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:521: ) in method driverStack
		return output;
		^
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:521: warning: Associated declaration: /home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:591: 
	  @	ensures \result == \old (stack.getElem(stack.top) + stack.getElem(stack.top - 1));
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantEntrance assertion: `conditionalResult_2786
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp2770.arr != null) || _JML__tmp2770.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantEntrance assertion: _JML__tmp2794
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	requires 0 <= i && i <= top; 
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	UndefinedCalledMethodPrecondition assertion: _$CPRE__46
			VALUE: _$CPRE__46	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
			VALUE: -1 <= top && top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp2770.arr != null) || _JML__tmp2770.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedNullDeReference assertion: !(_JML__tmp2796 && _JML__tmp2770.arr != null) || _JML__tmp2770.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedNegativeIndex assertion: !(_JML__tmp2796 && _JML__tmp2770.arr != null) || 0 <= _JML__tmp2769
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedTooLargeIndex assertion: !(_JML__tmp2796 && _JML__tmp2770.arr != null) || _JML__tmp2770.arr.length > _JML__tmp2769
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:329:  	requires stack.getElem(stack.top) + stack.getElem(stack.top - 1) <= Integer.MAX_VALUE; 
			VALUE: stack	 === REF!val!17
			VALUE: stack.top	 === 22
			VALUE: stack.getElem(stack.top)	 === 0
			VALUE: stack	 === REF!val!17
			VALUE: stack.top	 === 22
			VALUE: stack.top - 1	 === 21
			VALUE: stack.getElem(stack.top - 1)	 === 0
			VALUE: stack.getElem(stack.top) + stack.getElem(stack.top - 1)	 === 0
			VALUE: Integer.MAX_VALUE	 === 2147483647
			VALUE: stack.getElem(stack.top) + stack.getElem(stack.top - 1) <= Integer.MAX_VALUE	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:329:  	UndefinedNullDeReference assertion: !(stack != null && stack != null) || stack != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:329:  	UndefinedNullDeReference assertion: !(stack != null && stack != null) || _JML__tmp2822 != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantLeaveCaller assertion: `conditionalResult_2826
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(stack.arr != null) || stack.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantLeaveCaller assertion: _JML__tmp2834
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantEntrance assertion: `conditionalResult_2838
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp2822.arr != null) || _JML__tmp2822.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantEntrance assertion: _JML__tmp2846
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	requires 0 <= i && i <= top; 
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	UndefinedCalledMethodPrecondition assertion: _$CPRE__47
			VALUE: _$CPRE__47	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
			VALUE: -1 <= top && top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp2822.arr != null) || _JML__tmp2822.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedNullDeReference assertion: !(_JML__tmp2848 && _JML__tmp2822.arr != null) || _JML__tmp2822.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedNegativeIndex assertion: !(_JML__tmp2848 && _JML__tmp2822.arr != null) || 0 <= _JML__tmp2821
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedTooLargeIndex assertion: !(_JML__tmp2848 && _JML__tmp2822.arr != null) || _JML__tmp2822.arr.length > _JML__tmp2821
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:329:  	UndefinedNullDeReference assertion: !(stack != null && stack != null) || stack != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:329:  	UndefinedNullDeReference assertion: !(stack != null && stack != null) || _JML__tmp2873 != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantLeaveCaller assertion: `conditionalResult_2877
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(stack.arr != null) || stack.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantLeaveCaller assertion: _JML__tmp2885
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantEntrance assertion: `conditionalResult_2889
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp2873.arr != null) || _JML__tmp2873.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantEntrance assertion: _JML__tmp2897
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	requires 0 <= i && i <= top; 
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	UndefinedCalledMethodPrecondition assertion: _$CPRE__48
			VALUE: _$CPRE__48	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
			VALUE: -1 <= top && top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp2873.arr != null) || _JML__tmp2873.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedNullDeReference assertion: !(_JML__tmp2899 && _JML__tmp2873.arr != null) || _JML__tmp2873.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedNegativeIndex assertion: !(_JML__tmp2899 && _JML__tmp2873.arr != null) || 0 <= _JML__tmp2872
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedTooLargeIndex assertion: !(_JML__tmp2899 && _JML__tmp2873.arr != null) || _JML__tmp2873.arr.length > _JML__tmp2872
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:336:  	stack.push(stack.pop() + stack.pop())
			VALUE: stack	 === REF!val!17
			VALUE: stack	 === REF!val!17
			VALUE: stack.pop()	 === 0
			VALUE: stack	 === REF!val!17
			VALUE: stack.pop()	 === 0
			VALUE: stack.pop() + stack.pop()	 === 0
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:336:  	PossiblyNullDeReference assertion: _JML__tmp2923 != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantEntrance assertion: `conditionalResult_2927
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp2923.arr != null) || _JML__tmp2923.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantEntrance assertion: _JML__tmp2935
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:66:  	requires !isEmpty(); 
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantEntrance assertion: `conditionalResult_2942
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp2938.arr != null) || _JML__tmp2938.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantEntrance assertion: _JML__tmp2950
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:1:  	UndefinedCalledMethodPrecondition assertion: _$CPRE__51
			VALUE: _$CPRE__51	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
			VALUE: -1 <= top && top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp2938.arr != null) || _JML__tmp2938.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:75:  	requires isEmpty(); 
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:1:  	UndefinedCalledMethodPrecondition assertion: _$CPRE__52
			VALUE: _$CPRE__52	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 22
			VALUE: -1 <= top	 === true
			VALUE: top	 === 22
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
			VALUE: -1 <= top && top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp2976.arr != null) || _JML__tmp2976.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:66:  	Precondition assertion: _$CPRE__50
			VALUE: _$CPRE__50	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:67:  	Assignable assertion: _JML__tmp3008 || (!Pre_31 || (_JML__tmp3007.`alloc__ > 0 || _JML__tmp2923 == stack))
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 21
			VALUE: -1 <= top	 === true
			VALUE: top	 === 21
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
			VALUE: -1 <= top && top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp2923.arr != null) || _JML__tmp2923.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 21
			VALUE: -1 <= top	 === true
			VALUE: top	 === 21
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
			VALUE: -1 <= top && top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(\old(stack, \Pre).arr != null) || \old(stack, \Pre).arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:69:  	UndefinedNullDeReference assertion: !(_JML__tmp2937 && \old(_JML__tmp3054 != null, \Old)) || \old(_JML__tmp3054 != null, \Old)
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:69:  	UndefinedNegativeIndex assertion: !(_JML__tmp2937 && \old(_JML__tmp3054 != null, \Old)) || \old(0 <= _JML__tmp3055, \Old)
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:69:  	UndefinedTooLargeIndex assertion: !(_JML__tmp2937 && \old(_JML__tmp3054 != null, \Old)) || \old(_JML__tmp3054.length > _JML__tmp3055, \Old)
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:336:  	PossiblyNullDeReference assertion: _JML__tmp3061 != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 21
			VALUE: -1 <= top	 === true
			VALUE: top	 === 21
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantEntrance assertion: `conditionalResult_3065
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp3061.arr != null) || _JML__tmp3061.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantEntrance assertion: _JML__tmp3073
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:66:  	requires !isEmpty(); 
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 21
			VALUE: -1 <= top	 === true
			VALUE: top	 === 21
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantEntrance assertion: `conditionalResult_3080
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!20
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
